role	materialized_index	source_split	source_index	problem_sha256	normalized_record_sha256	source_category
train	3286	train	627189	dfae2932330a318ec91c23aaae2837f7a0604ff0f8ad452e59784089b388dda1	073003b566e37c143a26ef23a0c64bb9c48ca1f209cc2d9eaa2ff57da14c147e	orca_math
train	3287	train	303342	8f0eb4fae56215948a66924d53b922bd69970510fbfe9e2d090ac3a6d70e30e0	79807e71184916efc3eb0dae3e5440d2fdaec7defc14c54249158bf27199dc24	cn_k12
train	3288	train	668524	c637735c11c7ddb988381887514b71ea218c95e323b46e5a730334649776be57	6318860fca1d6f7521e782da237b3bf75b82a8ba7664655eddfab5ab42108d49	synthetic_math
train	3289	train	652202	68bd753eb649d129e554eff7fb434706c26f433a973d57360ffb3561f43194ab	8fac6f99f2e3629a8428e9585b17380af5827c64a39cf05a20d75c9349623e6f	olympiads
train	3290	train	141498	f5aeba00fe9037eeeb73f4a6b5f8ab6fbf5860f7301e8dce8c408a88d74551e1	e22398cff023c5b22f5406cf6c15d55e639f355e439b8c902fac15efc968682f	synthetic_amc
train	3291	train	400975	a467ffaf84c014277eec6f232bc4bf001a86114f25c9dcb2a5a10c37b9e7db70	1c99855528665fe0598e94c0de26307c8181220a73e3cbba654ccc7b414f25bf	math
train	3292	train	227710	35bb2292332b3e0543e08494cc30396acf9977cbd936350d38630df7d976bca1	093967e625b8229d5146fe42c473dc6cefb3ad3687c0c149466db371b35d752d	synthetic_math
train	3293	train	230513	a4ded775fcb4002657f5a994782597fce0cc3469f398e9b9f88be8adafcc44da	ab342fa4db161572d2956508d6b1d848d8c35aa9ee137d099116213ab262c793	olympiads
train	3294	train	391833	efa8cb33f14a3a17eeed60bd6925bc8b903ab6ba27ae3e2b136ced4574fcfdf4	44fd591eab5fe2b0ffa617925298ef202e35960cb2eb3970803a22b6bef9e934	olympiads
train	3295	train	3296	b58c14f69926eb4df466731a553c5939e475e8939732edca441f0db10b258974	0c7cb85d2c38a91884f437a7047743ddf5c6b64fac94215a76e7d2349f9ded31	synthetic_math
train	3296	train	415438	2e4680932eda946c76793db76d5a56eeda302aa7d5c7efaca35f71f00f740954	ad50452882d90aae7cd504ed3ededc82f4c3d186c27bd079fc986173e833517b	cn_k12
train	3297	train	255382	831d5a3ab299892a65a5a68bc9f7cc1fb381472d2239f8a6f4bec6917854f380	7960f443079e9a379da37c3deb86e152e981f382dfecb51fb8dcb4116780be35	synthetic_amc
train	3298	train	152617	5ed6258eff10d4c1baabd7ec752547c98a69b8d1177e9ac8f5251fa0f2758665	a5b5f0e716c063e91af029f6d257c07dc5f4744a08d38bc4ed0c698005751648	synthetic_math
train	3299	train	564584	244b66184b0afb172edb4f829125953c24ec50c0a103b3723b51de869520874c	8023c295e0bfa8373d9b97ffe9500c4114108c9a5afec1b78419a583fa112630	aops_forum
train	3300	train	160124	011599f3656150888bbd0b95656cadf6e119191ab3c910cc38b153759db6debb	6e0cb03ea33f9b3a78b75a2991f02e94299b0f1d061684c1a6ac51b526de19a4	olympiads
train	3301	train	66617	c071096a397f48df3b8e344f216e996446fe45a37c09127d87c24b150c3b627f	98ab8b7f6a733ca190dde308aafc04ea439260c2b69898626908f1778d0c140f	olympiads
train	3302	train	795724	554176f4d00ca38226cd208c0650ecb67bacaf5ee50073d18c35c419e327acb3	ba9c1c28e2da77fb015d06ea8245c8414db99a02052012ceda1e7bb324d27834	cn_k12
train	3303	train	225369	4e6c1cf4133a8a6b10ff37fd663a4898a298be6ce4c5212b580b752c70473abb	638daa0119f290b108ce99259fab696247a372b2777a27d99f598f830901a5b4	cn_k12
train	3304	train	401325	acbd90838c59233e58a0c1ca1e5a032a1974f107c3e8feff9f87d2e62711820d	779f72da438306bc5673c20fa3a49a1c0e5255ccae2d2180996b1ebee057986f	olympiads
train	3305	train	684055	a3ee0fbe32613c6292290c84b80f5b9fe47dbca5a2f5b1a40153675f084b3395	c470a50657e5e8740f5573fd809575770f05be77aca5580f582c9fa5245e5d18	cn_k12
train	3306	train	313819	36b343c1e228bee5f2a2ab341ff0a7568a9a513ffa13816bc18220c60d0f05c8	61012ed58ac93e20bde38213b699d95e606640cfab6ed080e555e3a15942cd11	orca_math
train	3307	train	744041	fbc4029f81a8baa56dce926733f0381d6cb5a9a5da8b2dfc5df99a697418d6d0	e481055a915ff9da45e9243999e481b08d250ef84e6094be2fff26d5dabe73d7	orca_math
train	3308	train	651534	5be02bd79c997346878e05b4ebc72d43be3cc510b554247fb9cd14e0030a4e3d	596e5ed219dcb5cc4f88463c4f852bb927d1ce5cb23391126ec529d56a9c4eca	cn_k12
train	3309	train	225691	ac51d35e265c277e8c3cac26e86d78b20363da58798b9562896c1b13c7f3a596	cc66c7048e86cbf90ab422ca799dd43c9533a17d08a49a099bcc0552d0b3c110	olympiads
train	3310	train	210654	16b0debd496acddf3675ca2524083cc8cec3aa69b44e462c925c69f7d95316b3	1e8c92a3dbaa887a23ff9a22f3f0436b4f06d7ac7608838ac1c84ab45e7ec354	synthetic_math
train	3311	train	458681	3622a1d42e075543bf6d7303eaf59a831b272d55a4424e8e8a601b88766f53bf	688f0aa2b0ba9828a9e52515df8546f90b1443ebac7717283f31c747cda5a09a	orca_math
train	3312	train	475028	eda7258c66537120203799fd4470090296e5aa000853cd33353b6b9c9206b90b	9dcfc299e0753011cfb409675a0c9d1aeb60f8e7aada798868ca2691f3d474de	orca_math
train	3313	train	82290	711f3591112361d3b01cd76ca5edb261f101fcff423106f3d7e20cbd780c19dc	81ec3b80020c9dec5ff9bae54d289fa943d7fddd353027c5473a92153f208fdd	cn_k12
train	3314	train	521755	2b6cc36d8d4877e298923d9dbfc2f6df63b197d91fab378e8482162f78cfe60d	0816e6c83b91a9aa35f6c0b519f68abe7065ce71b37b9c9803e47063e6e1f2c5	synthetic_math
train	3315	train	91170	c4b3465fde60d5c0fa56b37aa08ffd31046f9cdc8ba9cc605cc09c913d0d37f1	b186e2c7bfeb870494bac16d1e4a0f30b1d550f4c78562466f84fd4bd8015ea2	cn_k12
train	3316	train	844124	0c9bab0ed019f930a0f86e21c936dcbb61d579fd31cdbd38685507dd3e89075c	c8d29b505be652a6315b7c4c0ed521a9cec94e1921a1555cad40f0168d101d8b	orca_math
train	3317	train	179449	d0ce10196dc035aee126d7ff5410e7fc1df0fbd9db5a4cfe5caf5c92f5f4c8d4	573905254856e16175179919bef0f9acbb4721156d9e8c88d947d5107c86e19d	orca_math
train	3318	train	92606	12eed04c73dc5f959ce871a299adc7b38af48c747181a6b7433d736e84e478af	863893cb0cfd2004dfac37258b986b3495c35fbf0ff78aa19e8eb13e80d1e61c	synthetic_amc
train	3319	train	304068	4500f9b79a04287d73b3ea17eb8c9b110e332a2a536cd2e201ba81ec43ac7c9f	2806645bb4adf7418629e80b7280099901ae8b6e449cf93c538a823443de77a1	olympiads
train	3320	train	803138	795f32343bc1170c6ade538169bce8147a67bb497c539e35ce8f718c9627de9d	754acbafda92324d4106ae5b498de6f70e95d022fc94fc81df0e708919236578	cn_k12
train	3321	train	232515	2c3f9265ceee7385f70cf1accd75b3d42408409e9cbf4795aae2195b15dd9ce6	41d75c3c128e5783767096859e6ac315142888224e6cc1776e84bd3c98d67907	cn_k12
train	3322	train	455249	d91f8bfc167f78214774a1a57d0748be4647a616aff3b095e327425946beb02a	1b2dfc81c4ff87c1b6100fe17969960fc4fb438f504dfddc97208eb4ffd349bc	cn_k12
train	3323	train	3324	de016d4dbe8f78d4d5fde905a16202346441177b18da92f3df90a516c6a65020	56f7ffbecce92293bca111f7a560679a9ae341ac638d249fa40fcbd5b395db4e	aops_forum
train	3324	train	369040	05763cee138f4e25a9552d09f7d56d3b1099576bb5c11fc33b91f892276b1027	1480b1df8bda88b1d3f40c1744e1239974d342c60dc4192c56d845b96d7476ef	olympiads
train	3325	train	359714	ae7c220bc3c9abd0013fa29a744503a4150247635744bf7bbff799d5f708e44d	b3759f9305abf569986081df963c049ac45e46e44b69dd0eb9eab933a961d8db	cn_k12
train	3326	train	364000	273d92ffbe6bb45ce996094029e74a251d46861d8d6fef74e6549c526cb63ff6	db3af2e45569c9eede85d0dfbed5c3c213fbd34aed6fa404bbbbcee4bdb858ef	cn_k12
train	3327	train	848954	0205fab97abcd6f3a4a473beef4899223e975ed862eded08663c8bd0076bc9b0	8e619f4d784f98a45f85261868d2e76f14844428135e13026a751ff3ce9a18c0	cn_k12
train	3328	train	794646	dd73a671c3d5ae9af4000499db301f14b8edd144d5ab09e550cf6d40c56e74e9	626093349cf92262a0cf8670d2ca7c578d4e42a9739cdb171e721b72e91984df	olympiads
train	3329	train	123720	beb8dd881a840c4febd8a9e49646b2060354024dad2913ef0fd93138303c8cf5	a96cffcade7b8728b58873c0787d6ca469414382f29558c336ee114eec38ce0e	cn_k12
train	3330	train	805176	84b8692eb16a78fe8f4e59b68363501c8342e99c02bdc0ac7a2ce8a1ba48ddac	89e6f21af59b9c215916f6a4f49848b2c868ca295132538b85d3539d07c16bd5	synthetic_math
train	3331	train	724857	5f74f640d7fc20623826d16da7714f599bf479503c6601ea77ee1c50f03354b4	fdf332e31808f10d67077f3f895a91ccee8a79699fdbe3f8795bb62773e04c73	synthetic_math
train	3332	train	187294	5c2e4e76cd52aafad516392071144c3a8fa4836a7b17f7a95a4f8d4adcd8ea51	838183d3e5ea59bda643e548aec3488cf915d4c1bbc3309ffa835e57377c6862	synthetic_math
train	3333	train	252208	9c8d30b4df840c95ef056c3350e3b00e136299f947f9e835e2e61f7f6c19a0c6	4f2454e46a650d7359730412d98f2c2124c7b4594550b2bd3c6b50e019ff05e5	cn_k12
train	3334	train	3335	b36327c15de5ba0df19ef8ee50f699d37ff71697c563e8b0ac9d25ee0e7f9e4e	a2b3eb200ee43295a31bb0ad2ace1a5964ac04346d964a6adeb13bbd31105488	orca_math
train	3335	train	352477	50f9a4c3177edc25639eeadbe7f810f032f44c0726670fa78152e6ffc9647f98	9debf22ba8b7bc59325421c64acf42f7a3b18823ec8379f2df6492f20090bc02	olympiads
train	3336	train	724721	12e751d66fa53c8d72a3dce585800fed55940fcdb03315c7bcca8782b28f212a	c3b95dac98ff0f12199ce949d5048d9f24993f2995ebc9afc0236e2f75fb1aa2	olympiads
train	3337	train	495424	c465993b0687c79c8d05a7f5b0ff8a1296e46a1faa205edf0f93d51f79011366	e7fd776b3e59c490a8e77a355a8470cba6a761038a066d7151af634bb7e13665	synthetic_math
train	3338	train	758017	065049ad0d0805585b7042eb69aac80800fc64faad4c0fc71c1724eaa83a08a1	d82f710b75f48c919932fb090cd9207057169a0541fa2469534fa04ecfe48604	olympiads
train	3339	train	606445	cd04696936bba21c2093d6aca260b14c72d630a91fde76ab37e98067e3365b10	31aacb4e6313328338917b02924c2a38b9ade6d2b13bd42aa7242d4d22c52958	cn_k12
train	3340	train	701513	4f41d4fc3a9b604d004f52a5d9f8bd14ed786e06771171324a0c0b6eacccd309	becec1d028d23f745e568b350f7af5e04107882c940c44e40a3ce5b831fb1547	orca_math
train	3341	train	533005	293e43b013d484862389b37373179142e50609554c8e6677f3cf0017da057adc	d96895c949dadcc392057558bdf0d2ea01213b7c3e9f54eca54e5be02c88199a	orca_math
train	3342	train	588050	436d305d2d8fa275cd3dd9b4657b7c93d4be5f1ae4a6a0d3c58c3b9554f6f7f6	3b87ccbf0dc4577f22859e13825ab83a754781ed4cc1d894569580cb2ad0330c	cn_k12
train	3343	train	655153	b0417e0d97f2c2d4415bcf99b3ded3eb9c1133e4f8c8fe25f9e9f04b1d3694ac	39263c449130db6d30a4f6c1d6dcb0ebf56a9bf87b894924d2bb6edb0bfb524a	cn_k12
train	3344	train	710835	e0cdaa79dee9c8752be60fe13a167bad337d453f56a55850cd3ec7beffd97cc9	93bf56c19ad9287e3e3215bb472b0ee17c40ad9afc96ad63ebc5214c1aa3e7dd	olympiads
train	3345	train	744075	e6874d62840e4e8e379ba622b39d1c0e82c6c7633f6dae0f94c8fc71c03db1cd	d2c058dd7ba638a292d5709337ff67d33b14156289d61f62a508626d076444b4	synthetic_math
train	3346	train	827831	090617ae58aa5947d92c0922a7310827fbd517379666eef2297ab1583fb77958	18912f66e4a9fa9ee3b0fbd997be82b821494b4d058805e226e52759d06d9f72	olympiads
train	3347	train	275011	5214e9edef74b503427b3c1340ed119140f119cc8186ceaa5e4a6e17e31c5d40	fe9edbff9c287eb00105d124b04e6b8ea08cb17da9ca5be69b5be6e69b12a474	cn_k12
train	3348	train	166082	486ec01dacd2481bdbebb5c2c1345159dbca1631769c6f5f74c1cdb40dbeadc9	0d8aa743d4e1d98d11e4bceba259ed340a0c504d51b2e92b9446ab5b9135c364	synthetic_math
train	3349	train	625734	29d6450dc77eed914c7e797c87ba771d236d6a3929a00e608ce948e5c9617723	4a94dd084861bc3f1c89677c92711b771409a9e3846433c60ab34d13fa7a5414	olympiads
train	3350	train	635006	853a3f6c8810bb5d04048cc8fcef8f6d644a6005d5ea77b1f2ed6068a3ae452f	3e9cf39182fa40792b57bfee642e72c365f392378f39b2ccf97f36f70c50f79c	cn_k12
train	3351	train	726314	b3804fd5e860e1b1802e9f59d541e226b256a452719b2fd1c01a479f399266cc	d7f622c8d6a9f98838363b92777f5f90e50e08f8c82e30fc6f06b1cebf2714f5	synthetic_math
train	3352	train	631473	62310595f43163720b1b61f2cca1cd70c03c60a9c1031cd516f2ac80dfcd4efe	9751d35af0c163129003e52083f9f828c6fcb13f154f5293eecb4449ab493335	cn_k12
train	3353	train	775163	7e1413ded6721d8b403ecb132cf9d1b13b3521a923cefbbcc9ba54b0e82b66d4	4f6706ff745052601aff92cbae2c0ceea904f4adcf04cadbcb849e94f732c4ec	synthetic_amc
train	3354	train	3355	0b604454a4c3c509fb71be162e8484fd68cab0edb05f36beb5a5916e7b1beba7	f198813194a1f59aa976518fde1080f06de70445a0b782144a5a2b7fe20819ae	olympiads
train	3355	train	660062	a0af368bc8de771bc50c0d9d734595ae5d4faf0ac1fa74dfd0ebd63701a63293	f6e95ebb5a5a52dae2686d6883d73e343aad3fb52793bd15c3c2b222e8108a6e	cn_k12
train	3356	train	532952	435b8378845030d31b3183cc6d392c403dcf9a5e0a27a1fb6ad8d36c37b8c35c	9f2d1d1ce268ee3012ae7e5eeaad77ff1ea8c6676924288c74cb711ebe90cdc9	olympiads
train	3357	train	691326	d6544428bfb800c2cb1fac36135323d35b0af174f4d242cfec9c4c34481d2f7f	98871fbb13056680ba3aea50ebed3b167526def80ed8a34fd2c5e1c491ec24e3	cn_k12
train	3358	train	505740	d776b9e5afc90e62091a9fe1d3c96d6ea87c87c81f8e5d659d4f73751adf91e5	17f50e248c2d1e358516260f42314dde52dcb10a0671ce05bdfef93ab2ae20f6	orca_math
train	3359	train	360212	c263631969b41dc628f5a132819e79ebb6fce0e8e0058ee9d004a28d0933e215	b48944ecd86bfcacca4cbf52bb0e5030783377583876e0f97397946530218c45	cn_k12
train	3360	train	516567	2634826671af7e2fabfe5b8dbceac06ce562549fadd8b5a4f9645d11dc48bb67	7a1693da902692742a459f912dd69d0bea0f2b2b955a17f1b09f2292f71e348d	synthetic_math
train	3361	train	709352	dad935045362c68061f6f6ce76037db6b493e692b978d8ddc08d33ccfd2fd734	14d7d84ff656e47fd1690e50206c0a90a8353a0a669b68919e9da93b9a57c005	orca_math
train	3362	train	769868	8c7f07aea626c81b812fe0109e3dac66685f47d1e729cc5d8965f63199d0a9a6	61d3f99e8dd5438c523bc711d57191ee2c50a6b0e8b13a1b5b66c4903df678b7	cn_k12
train	3363	train	824911	db2a0d99c66cc57ee51f5a8553addee9e89235b5c4c91705c877b970bf2ce35f	46084c38329ac12162786ac3e72bd1b3b81aedbef75e400c6e025269d2918cca	math
train	3364	train	632723	faf4580702444176f80ccc929634a3da2b3e9433d2229db8afa719aae29deae8	8bff349c30ae8429afc0d4f7d9e13c9752a92445d427cd13c50efbc1a6ca9735	cn_k12
train	3365	train	471628	49fd801928be20ecc24b4859ca43156f8b93ef4764c7b818f75c01c24da7cdff	0470c40e5087b29b0100141e9d91ec439a1c1c25731637683805f998102d2f15	aops_forum
train	3366	train	785528	2ee0961eddd0801c8b28648b9d0f06b211c765b7848fcf1c486c15b8b0759a2a	54818f7ea17e7e4452bc368e30f233fe5acce7503e673a2d97e487bb9900042f	olympiads
train	3367	train	345846	05ba28f4df81e37a59dae5fefc659951ef0fb81b6591a5d077295eef77e5adb7	ad6587a5df0c43763ebfff44a9b486605d8b8e1a6bd774151da16b23cbe3d293	cn_k12
train	3368	train	375501	27f7ebf23bda20c75d4e5eeb0ec0c4dde948cbd68d07e9938a05fd3b3f367580	dacf15767a2784e6529459dd8fe04005cf2389171bd3b1a5a74ac9b436dcd6e3	synthetic_math
train	3369	train	3371	7f7125075d26a91047f56af868984c5690a97341c8991d62bff1655225ec9def	aa2b3ab985bbc48a15a3d42c863077ce54198b5a44547f5752305db450ec07f1	cn_k12
train	3370	train	403403	b2036c5b159dc40db2a2554c0e948ee88147274d36401b1440409c5aef8b8c7f	dd81590b7e435540ecc33550d201faca928f03a1e68f5115b28b318b7091ad84	synthetic_math
train	3371	train	532846	f8ca01fab2415326c8a943c2f5459ef8d2560eff1e58b99458f00f67fa1c8a45	f619c1ed52399d580ac7b4443a32fbb7443b94a63ecbed6bb2d90fb8ead430bc	orca_math
train	3372	train	541400	82d98129012bbb63f471f081fe93f5b889832045a281c639173f23b559e28d3e	4ea1bb9e659787d43866a16e1d2c38fb82bda5c4c18ecd7090fcfd71606d6d64	olympiads
train	3373	train	810950	389f3105207d013b7b1c4360ca2b181ee5e81993cf407d6b0cc97923b38ae57a	50e0992d7f885530283f9af6e443d908b2a960455d9be208414a1d5c58b09f36	cn_k12
train	3374	train	702782	79040ccf7371488c0d9530356d6f8ba5e275333b13f6ad5368e600d03f796882	debe5fda00d1923cc84c62d726cf0c011164494d854b9b59b9c192a869acb55f	cn_k12
train	3375	train	577409	32112f75f4684f649a80f5324a387eaa9a4a81573caf160bec81b81b367c6a81	928bda47cc6a530e5893773eb80285407194771c76ccf534d261014abbb28197	synthetic_amc
train	3376	train	3378	f12681bb5e88a5a9a432dcb35692d85e124f19dada37b4ecea96e7a78d864be4	d084d6d788ceac4bf088d220b64b213e67835e961a575d92bd083edf2091d6f2	olympiads
train	3377	train	184125	ee7e724b064f8a1b572384228ac2ecbd69931546d9477b37bacc7a230012b0b6	e4d6529b1d8e292665094489b262dbfaedc02a3b917929eabb38522ffe4b9e96	cn_k12
train	3378	train	193205	eb34d5c4c395b537fe5d5b1671ea50e64e3d7f06714a622d22a57100348c3c31	c74c87dd9065722a479a26905cd367a8d5c8cc53a0a3ef55699ffb2bc4ff8084	synthetic_math
train	3379	train	635158	52ac056cb1d01066a621beb81d6cfb52fbc41409d0f6e04afecf627df20e38db	95f92d25ca96fb9f71da4c258f99cceb87b3907d99e701546b2bedd3f0aac803	cn_k12
train	3380	train	524006	f30c10d156b74f7844a02cf675814679c2eabff958be2944c7c10bc1a3333a14	fbd8d0af2e8002130bd0d5c7fe28f8df39abce6b5ea4f487bd02e774ccada1b1	cn_k12
train	3381	train	776956	bdd4b590bf9f76d4da968a57f78d64365ab13971e9b577f373857b37fdd6eb71	66b5b6ae75f3caeff35dc320b66fbb34afb6d2b11106c2bdea3912b00c24a9d7	olympiads
train	3382	train	93667	9334e8a532dedc6854228ff86c4ab10a976750af8fa89aa265e762a90b1c7d66	54c112b38290bad07f4677902aeb35b30e0260c10ff8d53e8732fc581353e5eb	cn_k12
train	3383	train	461949	184ac4a2a8449680eb54ef9d93b0905f5159431768f016b03ed3b2585aadfa49	621ad19c04ffe8aaf96e3b26df8cc51a585b00db6eabff9a5411b4dcdab1e2b7	cn_k12
train	3384	train	3386	ca54b83650a8a60316f7daf80de7f1b8c103733a16a06fff14a5994f3de0b076	724fc5a1b64ccfce47fc2b9b915c2daa698271724b3c605d35097414d62b1572	cn_k12
train	3385	train	809480	374483304a895c445c42aa5c16e0122b8b1c207ffcb980412eb2d50007430a32	d739e5e63230a8536b68abff49769065d8c4af273f3c86afbd907a4c555ceb9a	cn_k12
train	3386	train	162192	a31b7f6b099758b66f677b797114d98a12c5253553efab3bca4c9d574d091c26	41788d3e01b84eaf45998098f30419cc11bc7bbd5f5d6a2a86fd4ff0439c42d7	cn_k12
train	3387	train	759487	8ac2e3a1cee774aeb482c891906cc017e138b6b3b24cf0ccefcc6f42f9e78bec	f5f10dc9ca293bca8f03de3f8e464632f76e7482b71902231255c421830a55d3	synthetic_amc
train	3388	train	497313	010dc5c3dc16bd80a4f3c728c2b04fdda5f783d5f1e1c9936b40171d7063bd30	5439baa0ce925f1860100c56a978376f028771d315d05417d8759138172f7572	synthetic_math
train	3389	train	103517	3ec4f5e507ba710abfd0037399b2b473eefc89da80d92e07ff23fb135bcd62fe	52a45efa207ab6b6cffe7dcdde9fdfb350e78098f8ffe84755e88629bc3b881d	cn_k12
train	3390	train	448058	a02087d23800a343badee29d36fc7885c3d46b805f2dddd42f1f5bd795d04d33	08dc561c81a1dd96ee9c5744854465d633486ce65c7d93c9ee93bf4673e813f5	math
train	3391	train	181120	2bff6a6ffb641dde24c2f6b47056d78c8a8defd0b303e952f98f7fdfbc1f77a5	d0c0d827e6dc5d0a6136888c647699a49674080889f41b088919293518c4fb01	orca_math
train	3392	train	158359	dd853c943b26317643cb30c95315fe842305908746af77347520825f1c28b23a	2fe22df980febfb25ac0fd0c4a5abda954a5eb2066b0e262961a2676e552b8b4	cn_k12
train	3393	train	144793	5fb646bba3db8623e536b2366ab02c2b45898627c5a6a93a097aa04087f8485b	1fd10f6af0a356902113716555bb858294c93ad7d64ea97137ed3c799ac4d7b8	olympiads
train	3394	train	400449	a20b913e88a5038021a3fc18898110cdb419cec981b7005b89c37bf6191dfe25	692cbb49b3912bccb48ed9370cf9a110e5cc44d03c987b713ce3bc371ee788e2	synthetic_amc
train	3395	train	774378	f2f91cbbaeb79178f2026c5c05dd2b308330eaa3efa2391acc7f03300a7806ea	9e462f06b87a85e683e44fe6e66a807f2207e16254d1b7032991d431fc4a3704	olympiads
train	3396	train	127029	13e529985479f23c4bfd0cb05555adb83d1fa72aa1a94717145c95297e36b5c2	e85ad23ad4a5dd4d8c54e52c2ed09942d4da0052bca6c46d2e67979a4da2e92b	cn_k12
train	3397	train	773434	1166de4f8e3992c53af4fde36a05e0e93b044d399ad1039e14a23b13d4052ae7	53c4eb7056c5b4928a0aca4486d5a0784c5ab126d5af1bea0dee5d5293710cd5	cn_k12
train	3398	train	149146	602eb673f421a6c77424d4ad4f6397cc714219c00639823f96ccecd026ce6028	519f90014ceff6dad18813988f49e67a50c7cffa188fc309b047261b2867e419	olympiads
train	3399	train	129816	6343ccadf04c90f85e56b8dfe410cd6f02dc2613551e5a1226cef34631f0751b	e1903efaec97dd8636f0a596373c50c1d532203a345fe32f5268edceb4b5fadb	cn_k12
train	3400	train	173147	9bcca0cb94ac19045ca4f1b1f8dd18a6bed78c4416be2c50412058e10956ab6b	4321c7ecca72eb78650cd8d17ccc16e8c4ca5fd3580ec44e784950752271fc01	orca_math
train	3401	train	574287	19e3cf03315a44a08e2e1d5bc5c4252e81407094cb139c96c69d094c57dae314	3e1f8ce79a56f42f5f09c501b4d95a93f333555d7ebec4f3eb9652b0732bb780	cn_k12
train	3402	train	87769	f5ae73f437548b5c3e391bde86b560fcb5041e2ba27cffd985812e3336964f47	bbbe4bbf97b40284247b77bec28a93358093fef1887204f16a23e278d5bd691f	cn_k12
train	3403	train	720411	9b7f8bb33c3a213da816aa78f89a7d7d6eba6f513fee52dca17e2af96b23b1ae	e653659cd6d08acdfb780ba04319e3b5a0be191b21225056c19e00875181f87d	olympiads
train	3404	train	829148	c335e4cddf9c7f138100847caecf3a405a188098279701d782dbd014213b5b9c	b3c1e4e75836b8c3c99c787b258781126a88d85a0b05f438438b4804ca3547ae	olympiads
train	3405	train	63688	7b7451f0f551d47b5231056cff907092272d8b6e8960213d1854d9095b2a60e3	aa503aca3615ec24f59000cd84d85ff53ca6108de051eab9a4b43ff730049890	olympiads
train	3406	train	583667	7a5586a4f523cc831a701b8ed5cc8463fadc9ec3139e57c1ffe62ad0bb8ca9bd	f15051900e37f6e712459facf4bd1506f9cf7f5882ba8dab99d29e248919f5a6	olympiads
train	3407	train	452534	f6dba686200d5f7851889764acfd9e772473d38d264cccaf58be5ac7751c4a49	4865015dba163ebae82656075d388c1136a27dc181477e236f36268cac161d07	cn_k12
train	3408	train	294619	7b6070b7d4e99b59c9a880b244773fea54e02aada288c47df354c0aa7d378e03	953bb26b28e03a274d52613676f7215c3fa2eb75bfd83835a7616547dbaf6793	synthetic_math
train	3409	train	747417	b2235233b574309f4f60632b541e397c540cd2b5baf348e7318a4b198be00898	1f311cb0e6585d0a4f9e8e35b6382f5eb0b772188abe1c09c87f4205b37e8db1	olympiads
train	3410	train	241486	7450b73edb8a88b3041bd7acab1aabcda3fc9c393d8254682ae3c70d2ddfa453	fcd0cb7b95005a57d7ef6be74ed4d52c3cdb997825ca28282782a67fe0cb5121	orca_math
train	3411	train	589873	21bee31d3e99a914a831e37cd1dbef795c6dc11bf158adf327082332ab4f727e	bab64b21774ff2b4d0af1c6a7e1541108c08d10e6f92d6df4366e143141af56b	synthetic_math
train	3412	train	812580	980e71871911ef217b5db268e648fda5b2b1ad166357cde91b47386229ca8c64	7fa990e7730d9fa87a441341d89d8e4a3f43a9a12b0f1de2513931a84593bba0	orca_math
train	3413	train	160963	72c962f79abf3d47f1576d3944993bba061f02ebb1d50231e5b4a70ca01bb713	5047aaeaf478343c6ef6d336d8ddc2a8a497b1b2261d49e7a0b9b645e0f453a0	aops_forum
train	3414	train	98708	aab688422f614fce9c41e27fe6e2dd11ca48291d431b67210f9a93b33d7aff6b	24a5c9693b91ae0a4adf60c2d9cdbade8044cc320c241ca2058bf5090bd753a5	synthetic_math
train	3415	train	854405	29fca29fc8b3f681d94af1f26025a8cd73575cbba139271459a31d51bd2300e5	47cf8beca4374d668894862bfa0098c256cd9b44585cb4680d2afc0a396bf585	cn_k12
train	3416	train	588721	676e1d624900f35ec168dffe82d117208f4911b7da99d4bc5da961b19ebd7001	40d28a94aba92b33ffa4f681a1df7cc0e6091329661b14f4a83698dc0c6ae9a9	orca_math
train	3417	train	578497	65b34c8c5e6352d8c418a3f460cca353c0f4ed8a1b1b3bd94bb60e6697fd4824	d594d6e62fd5a10c2600d70bc151a7aaee686e11c24bcd6517ac6a81527be061	olympiads
train	3418	train	3420	702dd20d82a906ee0a2c8906bffa5efde9a75d46e65f1559fb378d4872f7bd6e	40c94195238241b940bd1d6966ba7092bd25efa0c60e7e35948c41d02c9d9279	orca_math
train	3419	train	452140	37a210f21769f1a2b75350c4120837632057a4dfbc435ee5112def3525fb7a60	44a3b51503da9795f4230d993e4a9668fdf262f7fc6f762ca0a9575308653a46	orca_math
train	3420	train	697081	69e7039741a28e5713210d2d20e05968280eb8e05da257abeb2a7c55c3b4de21	73bcea65094a65dda955468f75a9a993ec5be890b1f37cf022a9a0f1ef6c6cf7	cn_k12
train	3421	train	824047	254ef2d01dc779888fbb771e93deea772bfe523179934a09f5b8e11d69aa72a5	1cf162911e14d4608bff8f20c0559db969e5976c9d480c75ea1674caff3d773d	cn_k12
train	3422	train	763370	026b92be8865cb63e29ce1b8fb2d764dbd0f99920bbf2b0693e316695689f3c8	205b4289cc18668a7490b240aa7c3b51bb4265792efdcf20ea2d614c2c05bd9f	cn_k12
train	3423	train	258729	befa0436b6b8e418210927712cd14aed330d20e16ad1f872e6c85b8b5594f2f6	6368762974e60eee4d4ad21871a25e1c655f071a0bf1c2e12e17f2b53b48a144	cn_k12
